"Region Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
CAL,"5/30/2021 6 p.m. PDT",3697,7942,2512,790,81,7968,705,2279
CAL,"5/30/2021 7 p.m. PDT",4112,2537,3599,991,81,10807,807,2279
CAL,"5/30/2021 8 p.m. PDT",4248,148,3935,870,82,11385,923,2280
CAL,"5/30/2021 9 p.m. PDT",4250,32,3804,909,81,11286,921,2279
CAL,"5/30/2021 10 p.m. PDT",3953,35,3091,745,80,11140,910,2280
CAL,"5/30/2021 11 p.m. PDT",3909,35,2239,717,81,9953,926,2280
CAL,"5/31/2021 12 a.m. PDT",3793,35,1802,812,81,9664,825,2279
CAL,"5/31/2021 1 a.m. PDT",3686,35,1468,771,81,8412,780,2277
CAL,"5/31/2021 2 a.m. PDT",3626,18,1164,711,81,8075,719,2275
CAL,"5/31/2021 3 a.m. PDT",3075,17,1156,650,81,7902,677,2277
CAL,"5/31/2021 4 a.m. PDT",2422,16,1248,681,82,7874,642,2278
CAL,"5/31/2021 5 a.m. PDT",2209,14,1292,720,81,8055,613,2277
CAL,"5/31/2021 6 a.m. PDT",1618,606,1532,742,81,7802,610,2277
CAL,"5/31/2021 7 a.m. PDT",1215,5495,1357,716,81,7341,614,2278
CAL,"5/31/2021 8 a.m. PDT",731,10338,750,593,81,6000,614,2280
CAL,"5/31/2021 9 a.m. PDT",555,12392,680,582,82,6003,609,2279
CAL,"5/31/2021 10 a.m. PDT",656,13263,709,575,82,6233,609,2278
CAL,"5/31/2021 11 a.m. PDT",738,13539,588,571,82,6591,607,2280
CAL,"5/31/2021 12 p.m. PDT",847,13598,1077,574,82,6530,608,2279
CAL,"5/31/2021 1 p.m. PDT",509,13918,1179,571,82,7460,615,2279
CAL,"5/31/2021 2 p.m. PDT",451,13505,1583,590,82,8402,610,2280
CAL,"5/31/2021 3 p.m. PDT",634,12747,1935,590,81,10081,607,2280
CAL,"5/31/2021 4 p.m. PDT",1014,11269,2253,612,81,12281,627,2278
CAL,"5/31/2021 5 p.m. PDT",1437,9912,2676,618,81,13210,919,2278
CAL,"5/31/2021 6 p.m. PDT",1942,6958,3740,830,81,14120,1054,2279
CAL,"5/31/2021 7 p.m. PDT",1993,2441,4573,871,81,16816,1193,2278
CAL,"5/31/2021 8 p.m. PDT",2488,77,5066,783,81,17569,1496,2278
CAL,"5/31/2021 9 p.m. PDT",2636,14,4706,723,81,16118,1711,2278
CAL,"5/31/2021 10 p.m. PDT",2977,17,3782,908,83,14581,1680,2276
CAL,"5/31/2021 11 p.m. PDT",3030,18,3071,757,85,13088,1616,2278
CAL,"6/1/2021 12 a.m. PDT",3260,18,1922,929,87,11684,1315,2276
CAL,"6/1/2021 1 a.m. PDT",3141,17,1573,938,87,11882,1029,2277
CAL,"6/1/2021 2 a.m. PDT",2918,17,1334,698,87,10783,828,2277
CAL,"6/1/2021 3 a.m. PDT",2472,16,1301,622,87,10793,807,2277
CAL,"6/1/2021 4 a.m. PDT",2036,16,1350,688,87,10641,793,2278
CAL,"6/1/2021 5 a.m. PDT",1816,15,1506,689,87,11159,782,2279
CAL,"6/1/2021 6 a.m. PDT",1719,583,1866,828,87,11772,790,2275
CAL,"6/1/2021 7 a.m. PDT",1451,5531,1666,817,87,10549,861,2275
CAL,"6/1/2021 8 a.m. PDT",1056,10283,1334,605,62,9867,787,2275
CAL,"6/1/2021 9 a.m. PDT",681,12209,936,596,53,10576,732,2276
CAL,"6/1/2021 10 a.m. PDT",503,13084,714,588,54,10353,691,2274
CAL,"6/1/2021 11 a.m. PDT",547,13751,685,588,54,11071,654,2274
CAL,"6/1/2021 12 p.m. PDT",849,13663,1146,594,55,11557,689,2275
CAL,"6/1/2021 1 p.m. PDT",970,13860,1843,597,54,12737,926,2275
CAL,"6/1/2021 2 p.m. PDT",1249,13557,1737,650,53,13978,1010,2275
CAL,"6/1/2021 3 p.m. PDT",1462,12113,2453,672,55,16300,1153,2276
CAL,"6/1/2021 4 p.m. PDT",1848,11998,2700,635,55,17384,1456,2277
CAL,"6/1/2021 5 p.m. PDT",2154,10365,3266,633,55,18244,1675,2276
CAL,"6/1/2021 6 p.m. PDT",2210,6894,3914,885,54,20017,1694,2275
CAL,"6/1/2021 7 p.m. PDT",2751,2068,4771,1148,53,22737,1758,2277
CAL,"6/1/2021 8 p.m. PDT",2804,150,5128,1052,53,22278,1754,2276
CAL,"6/1/2021 9 p.m. PDT",3067,17,4548,1287,53,21129,1746,2276
CAL,"6/1/2021 10 p.m. PDT",3726,17,3720,802,54,17656,1747,2276
CAL,"6/1/2021 11 p.m. PDT",3878,19,2763,847,53,15541,1669,2275
CAL,"6/2/2021 12 a.m. PDT",4012,19,2173,718,54,13706,1383,2275
CAL,"6/2/2021 1 a.m. PDT",4052,18,1714,651,54,11765,1057,2275
CAL,"6/2/2021 2 a.m. PDT",4186,18,1341,675,54,11403,899,2274
CAL,"6/2/2021 3 a.m. PDT",3849,17,1329,596,54,11276,783,2273
CAL,"6/2/2021 4 a.m. PDT",3600,17,1343,596,54,11160,694,2273
CAL,"6/2/2021 5 a.m. PDT",3751,14,1456,663,54,11232,639,2273
CAL,"6/2/2021 6 a.m. PDT",3721,522,2006,700,54,11606,680,2272
CAL,"6/2/2021 7 a.m. PDT",3319,5341,1883,728,55,11745,737,2272
CAL,"6/2/2021 8 a.m. PDT",3047,10104,1020,599,55,11042,791,2273
CAL,"6/2/2021 9 a.m. PDT",2729,11779,792,565,79,11222,807,2274
CAL,"6/2/2021 10 a.m. PDT",2160,13018,1069,561,86,10223,756,2275
CAL,"6/2/2021 11 a.m. PDT",1782,13504,1261,559,86,10607,735,2275
CAL,"6/2/2021 12 p.m. PDT",1959,13623,1551,572,87,11065,757,2276
CAL,"6/2/2021 1 p.m. PDT",2415,13714,1736,596,87,11988,934,2275
CAL,"6/2/2021 2 p.m. PDT",2862,13278,1778,670,85,13078,996,2276
CAL,"6/2/2021 3 p.m. PDT",3096,12865,2314,610,85,14620,1064,2276
CAL,"6/2/2021 4 p.m. PDT",3371,11784,2856,609,85,15549,1114,2278
CAL,"6/2/2021 5 p.m. PDT",3630,11358,3640,607,86,16812,1113,2278
CAL,"6/2/2021 6 p.m. PDT",4024,8475,3911,642,85,18854,941,2278
CAL,"6/2/2021 7 p.m. PDT",3919,2942,4548,1052,85,21311,1069,2278
CAL,"6/2/2021 8 p.m. PDT",4174,164,4731,812,86,21588,1474,2278
CAL,"6/2/2021 9 p.m. PDT",4640,76,4033,862,85,20304,1702,2280
CAL,"6/2/2021 10 p.m. PDT",4673,24,2975,799,85,17416,1704,2277
CAL,"6/2/2021 11 p.m. PDT",4507,24,2917,851,87,14402,1451,2277
CAL,"6/3/2021 12 a.m. PDT",4447,24,2412,724,87,12316,1151,2277
CAL,"6/3/2021 1 a.m. PDT",4330,24,1795,681,87,10426,858,2278
CAL,"6/3/2021 2 a.m. PDT",4283,24,1465,586,87,9440,766,2277
CAL,"6/3/2021 3 a.m. PDT",4075,24,1292,616,86,8452,725,2277
CAL,"6/3/2021 4 a.m. PDT",4224,24,1359,597,87,8096,645,2277
CAL,"6/3/2021 5 a.m. PDT",3790,23,1379,651,86,9080,624,2277
CAL,"6/3/2021 6 a.m. PDT",3458,503,1290,767,87,10399,638,2276
CAL,"6/3/2021 7 a.m. PDT",2970,5323,1122,691,87,10496,685,2278
CAL,"6/3/2021 8 a.m. PDT",2569,9989,436,644,87,10365,682,2276
CAL,"6/3/2021 9 a.m. PDT",1930,11837,408,539,86,10124,652,2275
CAL,"6/3/2021 10 a.m. PDT",1403,12776,706,531,87,9989,639,2274
CAL,"6/3/2021 11 a.m. PDT",1304,13297,514,532,85,10477,642,2275
CAL,"6/3/2021 12 p.m. PDT",1126,13529,883,525,86,11289,646,2277
CAL,"6/3/2021 1 p.m. PDT",1146,13300,1153,543,86,11249,719,2276
CAL,"6/3/2021 2 p.m. PDT",1593,12892,1466,604,86,12012,1032,2275
CAL,"6/3/2021 3 p.m. PDT",2323,13171,1130,563,84,13560,1014,2275
CAL,"6/3/2021 4 p.m. PDT",2497,12457,2005,567,86,14954,924,2277
CAL,"6/3/2021 5 p.m. PDT",2762,11221,2499,575,86,16081,1042,2277
CAL,"6/3/2021 6 p.m. PDT",2799,8482,3395,671,86,17502,1097,2276
CAL,"6/3/2021 7 p.m. PDT",3150,3033,4475,906,86,19829,1360,2278
CAL,"6/3/2021 8 p.m. PDT",3857,136,4584,967,86,19376,1648,2277
CAL,"6/3/2021 9 p.m. PDT",4127,39,4055,873,85,19060,1686,2276
CAL,"6/3/2021 10 p.m. PDT",4369,42,3481,623,85,16915,1658,2277
CAL,"6/3/2021 11 p.m. PDT",4339,44,2577,664,86,14492,1362,2277
CAL,"6/4/2021 12 a.m. PDT",4494,44,1850,656,86,12687,1056,2278
CAL,"6/4/2021 1 a.m. PDT",4451,44,1657,585,86,10587,834,2277
CAL,"6/4/2021 2 a.m. PDT",4412,44,1533,731,86,9355,797,2275
CAL,"6/4/2021 3 a.m. PDT",4028,44,1439,698,85,9072,702,2275
CAL,"6/4/2021 4 a.m. PDT",3853,24,1454,724,86,8767,644,2276
CAL,"6/4/2021 5 a.m. PDT",3271,23,1532,780,86,9412,638,2278
CAL,"6/4/2021 6 a.m. PDT",2984,478,1633,974,86,9965,638,2276
CAL,"6/4/2021 7 a.m. PDT",2648,5255,1315,986,85,9944,645,2277
CAL,"6/4/2021 8 a.m. PDT",2387,9918,993,588,86,8935,631,2276
CAL,"6/4/2021 9 a.m. PDT",1784,12033,468,567,86,9216,629,2277
CAL,"6/4/2021 10 a.m. PDT",1574,12924,416,666,86,9233,619,2276
CAL,"6/4/2021 11 a.m. PDT",1539,13376,743,673,86,9080,604,2276
CAL,"6/4/2021 12 p.m. PDT",1915,13639,761,671,86,8782,604,2273
CAL,"6/4/2021 1 p.m. PDT",2496,13707,644,669,86,8900,603,2273
CAL,"6/4/2021 2 p.m. PDT",2663,13664,1059,761,86,9499,630,2275
CAL,"6/4/2021 3 p.m. PDT",3258,13349,1983,721,85,9836,662,2275
CAL,"6/4/2021 4 p.m. PDT",3509,12563,2250,620,85,10833,648,2275
CAL,"6/4/2021 5 p.m. PDT",4085,11428,2669,629,85,12263,720,2274
CAL,"6/4/2021 6 p.m. PDT",4377,8696,3467,607,85,13703,773,2274
CAL,"6/4/2021 7 p.m. PDT",4579,3177,4398,948,85,15626,847,2275
CAL,"6/4/2021 8 p.m. PDT",4716,150,4694,942,85,16197,1101,2276
CAL,"6/4/2021 9 p.m. PDT",4696,52,4542,981,85,15419,1304,2274
CAL,"6/4/2021 10 p.m. PDT",4519,41,3263,1110,84,14484,1299,2274
CAL,"6/4/2021 11 p.m. PDT",4799,43,2276,1060,85,12490,1108,2275
CAL,"6/5/2021 12 a.m. PDT",4860,43,2007,1039,86,10900,876,2275
CAL,"6/5/2021 1 a.m. PDT",4681,43,1672,631,87,8804,847,2275
CAL,"6/5/2021 2 a.m. PDT",4201,43,1630,609,86,8052,769,2276
CAL,"6/5/2021 3 a.m. PDT",4177,23,1681,726,64,7419,644,2276
CAL,"6/5/2021 4 a.m. PDT",3879,23,1827,744,65,7093,627,2275
CAL,"6/5/2021 5 a.m. PDT",3853,23,1724,786,85,6856,628,2274
CAL,"6/5/2021 6 a.m. PDT",3844,592,1566,984,83,6965,626,2274
CAL,"6/5/2021 7 a.m. PDT",3969,5441,1362,598,84,5602,615,2276
CAL,"6/5/2021 8 a.m. PDT",3586,9515,983,555,85,4986,613,2275
CAL,"6/5/2021 9 a.m. PDT",3152,10650,1085,558,85,4634,611,2278
CAL,"6/5/2021 10 a.m. PDT",2836,12058,1018,556,71,4600,612,2276
CAL,"6/5/2021 11 a.m. PDT",2153,13341,1260,538,85,4579,610,2277
CAL,"6/5/2021 12 p.m. PDT",1962,13611,1071,369,85,4731,609,2275
CAL,"6/5/2021 1 p.m. PDT",2000,13564,1009,363,72,4979,614,2275
CAL,"6/5/2021 2 p.m. PDT",2585,13619,1375,465,55,5132,615,2274
CAL,"6/5/2021 3 p.m. PDT",3570,13244,1751,395,57,5658,623,2272
CAL,"6/5/2021 4 p.m. PDT",4049,12680,1888,391,64,7577,626,2271
CAL,"6/5/2021 5 p.m. PDT",4515,11272,2323,409,84,8573,633,2272
CAL,"6/5/2021 6 p.m. PDT",4863,8498,3310,771,86,10091,670,2271
CAL,"6/5/2021 7 p.m. PDT",4822,3013,4615,1089,86,12706,740,2274
CAL,"6/5/2021 8 p.m. PDT",4977,170,4855,1074,85,13660,830,2272
CAL,"6/5/2021 9 p.m. PDT",4837,39,4516,1112,85,13343,864,2274
CAL,"6/5/2021 10 p.m. PDT",4594,39,3878,729,86,12637,878,2273
CAL,"6/5/2021 11 p.m. PDT",4534,26,2683,685,86,11461,841,2275
CAL,"6/6/2021 12 a.m. PDT",4778,26,2132,629,86,9580,762,2274
CAL,"6/6/2021 1 a.m. PDT",4810,26,1762,611,88,8064,658,2275
CAL,"6/6/2021 2 a.m. PDT",4496,26,1624,572,83,6771,680,2274
CAL,"6/6/2021 3 a.m. PDT",4218,26,1720,521,84,5605,672,2275
CAL,"6/6/2021 4 a.m. PDT",4023,25,1626,650,83,5256,686,2277
CAL,"6/6/2021 5 a.m. PDT",3944,24,1632,644,83,5589,779,2274
CAL,"6/6/2021 6 a.m. PDT",3437,638,1668,567,84,4612,697,2273
CAL,"6/6/2021 7 a.m. PDT",3115,5641,1314,619,84,4261,625,2274
CAL,"6/6/2021 8 a.m. PDT",2347,10094,841,562,85,4866,617,2273
CAL,"6/6/2021 9 a.m. PDT",2495,11803,895,493,83,4503,606,2274
CAL,"6/6/2021 10 a.m. PDT",2681,12731,809,492,82,4469,606,2270
CAL,"6/6/2021 11 a.m. PDT",2925,13622,819,498,83,4507,604,2270
CAL,"6/6/2021 12 p.m. PDT",3250,13609,843,506,83,4166,603,2271
CAL,"6/6/2021 1 p.m. PDT",3821,13945,1067,506,83,4161,602,2269
CAL,"6/6/2021 2 p.m. PDT",4307,13908,870,513,82,4477,601,2267
CAL,"6/6/2021 3 p.m. PDT",4522,13228,1464,464,83,4230,605,2267
CAL,"6/6/2021 4 p.m. PDT",4839,12799,1564,463,83,5644,608,2269
CAL,"6/6/2021 5 p.m. PDT",4983,11692,2097,476,83,6436,611,2268
CAL,"6/6/2021 6 p.m. PDT",5439,8922,2782,845,82,7455,650,2266
CAL,"6/6/2021 7 p.m. PDT",4965,3283,4001,661,83,9821,722,2267
CAL,"6/6/2021 8 p.m. PDT",4667,131,4429,1137,74,10817,788,2267
CAL,"6/6/2021 9 p.m. PDT",4512,26,4350,1215,83,10621,952,2269
CAL,"6/6/2021 10 p.m. PDT",4510,26,3674,823,85,10162,1082,2269
CAL,"6/6/2021 11 p.m. PDT",4938,26,2892,842,86,9040,861,2268
CAL,"6/7/2021 12 a.m. PDT",4811,26,2075,665,86,7527,761,2269
CAL,"6/7/2021 1 a.m. PDT",4684,26,1568,631,88,6413,689,2269
CAL,"6/7/2021 2 a.m. PDT",4630,26,1255,638,88,6557,653,2269
CAL,"6/7/2021 3 a.m. PDT",4489,26,1256,570,83,6672,619,2269
CAL,"6/7/2021 4 a.m. PDT",4323,26,1280,670,83,6349,619,2270
CAL,"6/7/2021 5 a.m. PDT",4276,24,1623,669,83,7058,620,2271
CAL,"6/7/2021 6 a.m. PDT",4051,466,1581,782,83,7352,634,2268
CAL,"6/7/2021 7 a.m. PDT",3683,2932,1603,775,83,7399,683,2266
CAL,"6/7/2021 8 a.m. PDT",3963,6357,1128,595,83,8148,687,2266
CAL,"6/7/2021 9 a.m. PDT",3596,9165,997,578,82,7408,641,2267
CAL,"6/7/2021 10 a.m. PDT",3645,8339,772,517,83,7828,613,2268
CAL,"6/7/2021 11 a.m. PDT",3506,9267,683,547,83,8131,641,2267
CAL,"6/7/2021 12 p.m. PDT",3760,10199,567,571,82,7802,777,2267
CAL,"6/7/2021 1 p.m. PDT",4304,11201,450,540,83,7249,949,2266
CAL,"6/7/2021 2 p.m. PDT",4551,11790,1121,512,83,6518,959,2263
CAL,"6/7/2021 3 p.m. PDT",4565,11744,1182,532,82,6334,961,2265
CAL,"6/7/2021 4 p.m. PDT",4689,11723,1418,533,81,7465,959,2264
CAL,"6/7/2021 5 p.m. PDT",4854,10302,1860,477,82,7904,958,2267
CAL,"6/7/2021 6 p.m. PDT",4990,8221,2301,496,82,8716,1005,2266
CAL,"6/7/2021 7 p.m. PDT",4970,2974,3494,762,83,9035,1066,2268
CAL,"6/7/2021 8 p.m. PDT",4887,142,3359,978,82,10324,1134,2268
CAL,"6/7/2021 9 p.m. PDT",5221,47,3095,897,83,10628,1068,2270
CAL,"6/7/2021 10 p.m. PDT",4987,26,2463,816,85,10418,885,2270
CAL,"6/7/2021 11 p.m. PDT",4826,26,1955,692,85,9665,838,2270
CAL,"6/8/2021 12 a.m. PDT",5165,26,1454,276,85,7954,762,2270
CAL,"6/8/2021 1 a.m. PDT",4511,26,1182,632,85,7159,678,2272
CAL,"6/8/2021 2 a.m. PDT",4490,26,1099,633,85,6686,628,2270
CAL,"6/8/2021 3 a.m. PDT",4256,26,1101,647,85,5625,623,2270
CAL,"6/8/2021 4 a.m. PDT",4067,26,1423,668,85,5776,606,2271
CAL,"6/8/2021 5 a.m. PDT",3955,23,1401,1020,86,6359,649,2272
CAL,"6/8/2021 6 a.m. PDT",4105,697,1715,756,46,6459,661,2270
CAL,"6/8/2021 7 a.m. PDT",4191,5522,1489,753,46,5806,660,2274
CAL,"6/8/2021 8 a.m. PDT",4201,9594,1168,756,46,5502,692,2273
CAL,"6/8/2021 9 a.m. PDT",4380,11279,579,686,46,5968,880,2276
CAL,"6/8/2021 10 a.m. PDT",3687,12281,601,503,57,5869,888,2270
CAL,"6/8/2021 11 a.m. PDT",3428,12846,531,501,85,5791,888,2273
CAL,"6/8/2021 12 p.m. PDT",3469,13176,659,521,87,6114,887,2274
CAL,"6/8/2021 1 p.m. PDT",3422,13316,766,549,87,5453,889,2274
CAL,"6/8/2021 2 p.m. PDT",3794,13006,830,580,87,5428,889,2272
CAL,"6/8/2021 3 p.m. PDT",4195,12674,1004,641,88,5844,889,2273
CAL,"6/8/2021 4 p.m. PDT",4119,12305,1265,595,87,6145,895,2273
CAL,"6/8/2021 5 p.m. PDT",4150,10990,1664,610,88,6637,901,2273
CAL,"6/8/2021 6 p.m. PDT",3999,8472,2061,613,87,7701,836,2272
CAL,"6/8/2021 7 p.m. PDT",3907,3173,3606,786,88,8801,793,2273
CAL,"6/8/2021 8 p.m. PDT",3845,201,4453,1124,88,9813,856,2274
CAL,"6/8/2021 9 p.m. PDT",3534,83,4150,1223,87,10846,930,2275
CAL,"6/8/2021 10 p.m. PDT",3539,25,3391,1012,88,9735,1019,2273
CAL,"6/8/2021 11 p.m. PDT",3314,25,3140,1102,88,8573,712,2276
CAL,"6/9/2021 12 a.m. PDT",3357,25,2454,762,88,8151,584,2276
CAL,"6/9/2021 1 a.m. PDT",3115,25,1796,684,89,7632,575,2276
CAL,"6/9/2021 2 a.m. PDT",2890,25,1855,652,88,6803,573,2273
CAL,"6/9/2021 3 a.m. PDT",2510,25,1852,690,88,6773,572,2272
CAL,"6/9/2021 4 a.m. PDT",2343,25,1990,663,88,6690,637,2271
CAL,"6/9/2021 5 a.m. PDT",2083,24,2350,801,89,6870,621,2273
CAL,"6/9/2021 6 a.m. PDT",2071,546,2359,797,88,7100,678,2274
CAL,"6/9/2021 7 a.m. PDT",1899,4041,2280,980,88,6928,658,2273
CAL,"6/9/2021 8 a.m. PDT",1859,7671,1694,1010,88,5995,655,2273
CAL,"6/9/2021 9 a.m. PDT",1819,10054,1145,972,88,5504,685,2275
CAL,"6/9/2021 10 a.m. PDT",1963,11536,983,622,88,5381,878,2273
CAL,"6/9/2021 11 a.m. PDT",1891,12482,865,633,88,5320,880,2273
CAL,"6/9/2021 12 p.m. PDT",2669,13091,831,646,88,5410,880,2274
CAL,"6/9/2021 1 p.m. PDT",3249,12813,1022,653,88,5500,880,2275
CAL,"6/9/2021 2 p.m. PDT",3906,12623,1147,668,88,5247,881,2275
CAL,"6/9/2021 3 p.m. PDT",4246,12024,1746,623,88,5319,882,2271
CAL,"6/9/2021 4 p.m. PDT",4152,11165,1943,625,88,6172,885,2271
CAL,"6/9/2021 5 p.m. PDT",4753,10168,2199,630,88,6374,885,2274
CAL,"6/9/2021 6 p.m. PDT",4887,7752,2541,631,88,7440,897,2274
CAL,"6/9/2021 7 p.m. PDT",5439,2898,3652,780,89,8160,995,2274
CAL,"6/9/2021 8 p.m. PDT",5237,149,4276,955,88,9398,924,2275
CAL,"6/9/2021 9 p.m. PDT",5320,36,4360,1032,88,10095,698,2276
CAL,"6/9/2021 10 p.m. PDT",4906,24,3772,889,88,9516,612,2273
CAL,"6/9/2021 11 p.m. PDT",5332,24,2851,853,88,8296,574,2274
CAL,"6/10/2021 12 a.m. PDT",5212,24,1860,837,88,7093,591,2274
CAL,"6/10/2021 1 a.m. PDT",5308,24,1663,702,79,5646,613,2276
CAL,"6/10/2021 2 a.m. PDT",5190,24,1655,704,88,4802,610,2273
CAL,"6/10/2021 3 a.m. PDT",5024,24,1460,693,88,5005,604,2275
CAL,"6/10/2021 4 a.m. PDT",4847,24,1549,692,88,4826,606,2274
CAL,"6/10/2021 5 a.m. PDT",4564,23,1893,821,88,5186,607,2275
CAL,"6/10/2021 6 a.m. PDT",4012,533,2129,1006,88,5134,606,2274
CAL,"6/10/2021 7 a.m. PDT",3431,5204,1698,834,88,4876,604,2275
CAL,"6/10/2021 8 a.m. PDT",3465,8967,875,781,89,5101,601,2276
CAL,"6/10/2021 9 a.m. PDT",3303,9751,737,662,88,4871,602,2276
CAL,"6/10/2021 10 a.m. PDT",2909,10184,739,657,88,5105,610,2277
CAL,"6/10/2021 11 a.m. PDT",3025,11111,488,653,88,4925,612,2277
CAL,"6/10/2021 12 p.m. PDT",3008,11253,518,650,88,4947,611,2275
CAL,"6/10/2021 1 p.m. PDT",2562,12215,720,654,88,4890,612,2275
CAL,"6/10/2021 2 p.m. PDT",2810,12855,696,680,88,4988,613,2274
CAL,"6/10/2021 3 p.m. PDT",3012,13148,845,666,88,4914,618,2272
CAL,"6/10/2021 4 p.m. PDT",3295,12557,1209,664,88,5253,624,2274
CAL,"6/10/2021 5 p.m. PDT",4059,11629,1829,667,88,5322,625,2275
CAL,"6/10/2021 6 p.m. PDT",4043,8885,3067,676,88,6091,633,2276
CAL,"6/10/2021 7 p.m. PDT",4255,3407,4330,809,88,7509,684,2276
CAL,"6/10/2021 8 p.m. PDT",4485,199,5534,1332,88,8375,758,2275
CAL,"6/10/2021 9 p.m. PDT",4711,77,4969,1348,88,8557,821,2276
CAL,"6/10/2021 10 p.m. PDT",4466,24,4692,1187,88,7774,835,2276
CAL,"6/10/2021 11 p.m. PDT",4117,14,3169,805,88,7382,789,2280
CAL,"6/11/2021 12 a.m. PDT",4240,14,2562,944,87,6721,726,2279
CAL,"6/11/2021 1 a.m. PDT",4323,24,1988,797,88,6160,683,2277
CAL,"6/11/2021 2 a.m. PDT",3970,24,1961,795,88,5834,650,2277
CAL,"6/11/2021 3 a.m. PDT",4053,24,1981,757,88,5602,627,2277
CAL,"6/11/2021 4 a.m. PDT",4270,24,2064,780,88,5467,626,2277
CAL,"6/11/2021 5 a.m. PDT",4202,23,1883,909,88,6235,634,2278
CAL,"6/11/2021 6 a.m. PDT",3699,713,2313,901,88,6703,668,2276
CAL,"6/11/2021 7 a.m. PDT",3248,5666,1765,889,88,6218,646,2276
CAL,"6/11/2021 8 a.m. PDT",2439,10063,1287,693,88,5346,603,2277
CAL,"6/11/2021 9 a.m. PDT",2114,11697,1126,656,87,5107,599,2278
CAL,"6/11/2021 10 a.m. PDT",1464,12709,1094,657,87,5022,599,2280
CAL,"6/11/2021 11 a.m. PDT",1253,13364,805,672,46,4991,593,2279
CAL,"6/11/2021 12 p.m. PDT",1001,13661,775,675,46,4900,600,2282
CAL,"6/11/2021 1 p.m. PDT",1051,13640,954,676,47,5093,606,2280
CAL,"6/11/2021 2 p.m. PDT",1435,13477,1240,692,46,5053,609,2280
CAL,"6/11/2021 3 p.m. PDT",1977,13427,1648,656,46,5443,619,2281
CAL,"6/11/2021 4 p.m. PDT",3053,12734,1863,660,47,5794,638,2280
CAL,"6/11/2021 5 p.m. PDT",3818,11618,2077,659,47,6372,645,2281
CAL,"6/11/2021 6 p.m. PDT",4119,8961,3323,653,47,7889,666,2280
CAL,"6/11/2021 7 p.m. PDT",4649,3496,4904,913,47,9870,733,2280
CAL,"6/11/2021 8 p.m. PDT",4864,184,5281,1032,46,10506,854,2280
CAL,"6/11/2021 9 p.m. PDT",4879,73,4959,1314,46,10629,925,2282
CAL,"6/11/2021 10 p.m. PDT",4676,24,4332,1158,46,10210,942,2279
CAL,"6/11/2021 11 p.m. PDT",4744,14,3386,1015,46,9181,909,2282
CAL,"6/12/2021 12 a.m. PDT",4704,24,2478,1056,46,8531,848,2281
CAL,"6/12/2021 1 a.m. PDT",4629,24,1923,887,46,8057,839,2281
CAL,"6/12/2021 2 a.m. PDT",4533,24,1953,745,46,7408,767,2279
CAL,"6/12/2021 3 a.m. PDT",4257,24,2066,756,46,6879,670,2280
CAL,"6/12/2021 4 a.m. PDT",4041,24,2106,757,41,6653,657,2280
CAL,"6/12/2021 5 a.m. PDT",3644,24,2083,788,41,6723,671,2280
CAL,"6/12/2021 6 a.m. PDT",3236,714,2095,789,41,7117,654,2280
CAL,"6/12/2021 7 a.m. PDT",2586,5749,2079,677,40,5132,646,2281
CAL,"6/12/2021 8 a.m. PDT",1782,10312,1584,624,42,4710,601,2280
CAL,"6/12/2021 9 a.m. PDT",754,12018,1438,611,42,4562,601,2281
CAL,"6/12/2021 10 a.m. PDT",251,12982,1095,622,42,5096,600,2281
CAL,"6/12/2021 11 a.m. PDT",259,13532,788,613,42,5421,598,2280
CAL,"6/12/2021 12 p.m. PDT",309,13744,1200,629,42,4993,598,2281
CAL,"6/12/2021 1 p.m. PDT",389,13757,1216,638,42,5255,603,2281
CAL,"6/12/2021 2 p.m. PDT",462,13630,1340,648,43,6322,607,2282
CAL,"6/12/2021 3 p.m. PDT",600,13377,1865,628,43,7876,611,2281
CAL,"6/12/2021 4 p.m. PDT",1445,12664,2073,648,42,9558,704,2282
CAL,"6/12/2021 5 p.m. PDT",2396,11498,2168,654,42,10810,764,2282
CAL,"6/12/2021 6 p.m. PDT",3186,8992,3381,625,42,12218,857,2281
CAL,"6/12/2021 7 p.m. PDT",3673,3546,5142,897,43,14664,1001,2281
CAL,"6/12/2021 8 p.m. PDT",3709,270,5583,1224,43,14819,1289,2280
CAL,"6/12/2021 9 p.m. PDT",3949,155,5287,1192,43,14386,1451,2282
CAL,"6/12/2021 10 p.m. PDT",3924,24,4355,953,46,13629,1307,2282
CAL,"6/12/2021 11 p.m. PDT",3590,24,3666,846,46,12208,1280,2282
CAL,"6/13/2021 12 a.m. PDT",3560,24,2815,822,46,11341,1110,2283
CAL,"6/13/2021 1 a.m. PDT",3347,24,1949,1011,46,10961,1096,2282
CAL,"6/13/2021 2 a.m. PDT",3310,24,1619,810,46,9876,969,2281
CAL,"6/13/2021 3 a.m. PDT",3516,24,1631,720,46,9275,790,2282
CAL,"6/13/2021 4 a.m. PDT",3510,24,1678,813,46,8912,650,2280
CAL,"6/13/2021 5 a.m. PDT",3377,23,1871,798,42,8724,601,2281
CAL,"6/13/2021 6 a.m. PDT",3666,596,1982,922,42,7510,591,2280
