Datetime,Solar generation (MWh)
01/22/2021 12H,18
01/22/2021 13H,18
01/22/2021 14H,18
01/22/2021 15H,127
01/22/2021 16H,1487
01/22/2021 17H,3633
01/22/2021 18H,6650
01/22/2021 19H,7449
01/22/2021 20H,7088
01/22/2021 21H,7028
01/22/2021 22H,7895
01/22/2021 23H,5661
01/23/2021 00H,2678
01/23/2021 01H,270
01/23/2021 02H,155
01/23/2021 03H,20
01/23/2021 04H,20
01/23/2021 05H,20
01/23/2021 06H,20
01/23/2021 07H,20
01/23/2021 08H,20
01/23/2021 09H,19
01/23/2021 10H,19
01/23/2021 11H,19
01/23/2021 12H,19
01/23/2021 13H,19
01/23/2021 14H,19
01/23/2021 15H,41
01/23/2021 16H,2004
01/23/2021 17H,3942
01/23/2021 18H,5658
01/23/2021 19H,6957
01/23/2021 20H,7077
01/23/2021 21H,6480
01/23/2021 22H,5249
01/23/2021 23H,4133
01/24/2021 00H,1738
01/24/2021 01H,128
01/24/2021 02H,39
01/24/2021 03H,19
01/24/2021 04H,19
01/24/2021 05H,19
01/24/2021 06H,19
01/24/2021 07H,19
01/24/2021 08H,19
01/24/2021 09H,19
01/24/2021 10H,18
01/24/2021 11H,18
01/24/2021 12H,18
01/24/2021 13H,18
01/24/2021 14H,18
01/24/2021 15H,182
01/24/2021 16H,4163
01/24/2021 17H,7615
01/24/2021 18H,9238
01/24/2021 19H,9728
01/24/2021 20H,9201
01/24/2021 21H,8776
01/24/2021 22H,6649
01/24/2021 23H,5512
01/25/2021 00H,2686
01/25/2021 01H,203
01/25/2021 02H,99
01/25/2021 03H,18
01/25/2021 04H,18
01/25/2021 05H,18
01/25/2021 06H,18
01/25/2021 07H,18
01/25/2021 08H,18
01/25/2021 09H,19
01/25/2021 10H,19
01/25/2021 11H,19
01/25/2021 12H,19
01/25/2021 13H,19
01/25/2021 14H,19
01/25/2021 15H,60
01/25/2021 16H,1798
01/25/2021 17H,4281
01/25/2021 18H,6047
01/25/2021 19H,6439
01/25/2021 20H,7030
01/25/2021 21H,6277
01/25/2021 22H,5618
01/25/2021 23H,4247
01/26/2021 00H,2469
01/26/2021 01H,243
01/26/2021 02H,144
01/26/2021 03H,19
01/26/2021 04H,19
01/26/2021 05H,19
01/26/2021 06H,19
01/26/2021 07H,19
01/26/2021 08H,19
01/26/2021 09H,20
01/26/2021 10H,19
01/26/2021 11H,19
01/26/2021 12H,19
01/26/2021 13H,19
01/26/2021 14H,19
01/26/2021 15H,276
01/26/2021 16H,4467
01/26/2021 17H,8682
01/26/2021 18H,9946
01/26/2021 19H,10448
01/26/2021 20H,10111
01/26/2021 21H,9703
01/26/2021 22H,9396
01/26/2021 23H,8160
01/27/2021 00H,4107
01/27/2021 01H,304
01/27/2021 02H,148
01/27/2021 03H,21
01/27/2021 04H,21
01/27/2021 05H,21
01/27/2021 06H,21
01/27/2021 07H,18
01/27/2021 08H,18
01/27/2021 09H,19
01/27/2021 10H,19
01/27/2021 11H,19
01/27/2021 12H,19
01/27/2021 13H,19
01/27/2021 14H,19
01/27/2021 15H,315
01/27/2021 16H,2256
01/27/2021 17H,3823
01/27/2021 18H,4921
01/27/2021 19H,5883
01/27/2021 20H,5378
01/27/2021 21H,5418
01/27/2021 22H,5045
01/27/2021 23H,4522
01/28/2021 00H,2198
01/28/2021 01H,104
01/28/2021 02H,33
01/28/2021 03H,12
01/28/2021 04H,12
01/28/2021 05H,12
01/28/2021 06H,11
01/28/2021 07H,11
01/28/2021 08H,18
01/28/2021 09H,18
01/28/2021 10H,18
01/28/2021 11H,18
01/28/2021 12H,18
01/28/2021 13H,18
01/28/2021 14H,18
01/28/2021 15H,137
01/28/2021 16H,2611
01/28/2021 17H,4344
01/28/2021 18H,6227
01/28/2021 19H,6341
01/28/2021 20H,6539
01/28/2021 21H,6578
01/28/2021 22H,5844
01/28/2021 23H,4318
01/29/2021 00H,1666
01/29/2021 01H,1324
01/29/2021 02H,19
01/29/2021 03H,10
01/29/2021 04H,10
01/29/2021 05H,10
01/29/2021 06H,9
01/29/2021 07H,19
01/29/2021 08H,19
01/29/2021 09H,19
01/29/2021 10H,19
01/29/2021 11H,19
01/29/2021 12H,19
01/29/2021 13H,19
01/29/2021 14H,19
01/29/2021 15H,78
01/29/2021 16H,2782
01/29/2021 17H,5698
01/29/2021 18H,7113
01/29/2021 19H,7856
01/29/2021 20H,7847
01/29/2021 21H,8352
01/29/2021 22H,7507
01/29/2021 23H,7217
01/30/2021 00H,3852
01/30/2021 01H,376
01/30/2021 02H,141
01/30/2021 03H,20
01/30/2021 04H,20
01/30/2021 05H,20
01/30/2021 06H,20
01/30/2021 07H,20
01/30/2021 08H,20
01/30/2021 09H,19
01/30/2021 10H,18
01/30/2021 11H,18
01/30/2021 12H,18
01/30/2021 13H,18
01/30/2021 14H,18
01/30/2021 15H,468
01/30/2021 16H,5716
01/30/2021 17H,10077
01/30/2021 18H,11152
01/30/2021 19H,10431
01/30/2021 20H,9391
01/30/2021 21H,8930
01/30/2021 22H,8661
01/30/2021 23H,8150
01/31/2021 00H,5743
01/31/2021 01H,457
01/31/2021 02H,237
01/31/2021 03H,19
01/31/2021 04H,19
01/31/2021 05H,19
01/31/2021 06H,19
01/31/2021 07H,19
01/31/2021 08H,19
01/31/2021 09H,19
01/31/2021 10H,18
01/31/2021 11H,18
01/31/2021 12H,18
01/31/2021 13H,18
01/31/2021 14H,18
01/31/2021 15H,404
01/31/2021 16H,5296
01/31/2021 17H,8044
01/31/2021 18H,9578
01/31/2021 19H,9186
01/31/2021 20H,8731
01/31/2021 21H,7958
01/31/2021 22H,6792
01/31/2021 23H,4456
02/1/2021 00H,1612
02/1/2021 01H,183
02/1/2021 02H,108
02/1/2021 03H,22
02/1/2021 04H,22
02/1/2021 05H,22
02/1/2021 06H,22
02/1/2021 07H,22
02/1/2021 08H,22
02/1/2021 09H,20
02/1/2021 10H,19
02/1/2021 11H,19
02/1/2021 12H,19
02/1/2021 13H,19
02/1/2021 14H,19
02/1/2021 15H,93
02/1/2021 16H,1032
02/1/2021 17H,3404
02/1/2021 18H,4840
02/1/2021 19H,5629
02/1/2021 20H,6885
02/1/2021 21H,7063
02/1/2021 22H,6773
02/1/2021 23H,6374
02/2/2021 00H,3559
02/2/2021 01H,528
02/2/2021 02H,323
02/2/2021 03H,20
02/2/2021 04H,20
02/2/2021 05H,20
02/2/2021 06H,20
02/2/2021 07H,20
02/2/2021 08H,20
02/2/2021 09H,19
02/2/2021 10H,18
02/2/2021 11H,18
02/2/2021 12H,18
02/2/2021 13H,18
02/2/2021 14H,18
02/2/2021 15H,272
02/2/2021 16H,4077
02/2/2021 17H,8361
02/2/2021 18H,9557
02/2/2021 19H,9784
02/2/2021 20H,9786
02/2/2021 21H,9351
02/2/2021 22H,9306
02/2/2021 23H,8126
02/3/2021 00H,4722
02/3/2021 01H,575
02/3/2021 02H,334
02/3/2021 03H,22
02/3/2021 04H,22
02/3/2021 05H,22
02/3/2021 06H,22
02/3/2021 07H,22
02/3/2021 08H,22
02/3/2021 09H,20
02/3/2021 10H,19
02/3/2021 11H,19
02/3/2021 12H,19
02/3/2021 13H,19
02/3/2021 14H,19
02/3/2021 15H,450
02/3/2021 16H,3759
02/3/2021 17H,7924
02/3/2021 18H,8859
02/3/2021 19H,9191
02/3/2021 20H,9558
02/3/2021 21H,9017
02/3/2021 22H,8604
02/3/2021 23H,6589
02/4/2021 00H,3487
02/4/2021 01H,785
02/4/2021 02H,349
02/4/2021 03H,20
02/4/2021 04H,20
02/4/2021 05H,20
02/4/2021 06H,20
02/4/2021 07H,20
02/4/2021 08H,20
02/4/2021 09H,19
02/4/2021 10H,18
02/4/2021 11H,18
02/4/2021 12H,18
02/4/2021 13H,18
02/4/2021 14H,18
02/4/2021 15H,644
02/4/2021 16H,5976
02/4/2021 17H,9865
02/4/2021 18H,11084
02/4/2021 19H,11279
02/4/2021 20H,10679
02/4/2021 21H,11423
02/4/2021 22H,9750
02/4/2021 23H,10106
02/5/2021 00H,6828
02/5/2021 01H,751
02/5/2021 02H,12
02/5/2021 03H,11
02/5/2021 04H,21
02/5/2021 05H,21
02/5/2021 06H,21
02/5/2021 07H,21
02/5/2021 08H,21
02/5/2021 09H,20
02/5/2021 10H,18
02/5/2021 11H,18
02/5/2021 12H,18
02/5/2021 13H,18
02/5/2021 14H,18
02/5/2021 15H,726
02/5/2021 16H,6643
02/5/2021 17H,9783
02/5/2021 18H,10886
02/5/2021 19H,10850
02/5/2021 20H,10959
02/5/2021 21H,11116
02/5/2021 22H,11044
02/5/2021 23H,10131
02/6/2021 00H,7841
02/6/2021 01H,836
02/6/2021 02H,495
02/6/2021 03H,19
02/6/2021 04H,19
02/6/2021 05H,19
02/6/2021 06H,19
02/6/2021 07H,19
02/6/2021 08H,19
02/6/2021 09H,20
02/6/2021 10H,19
02/6/2021 11H,19
02/6/2021 12H,19
02/6/2021 13H,19
02/6/2021 14H,19
02/6/2021 15H,739
02/6/2021 16H,6722
02/6/2021 17H,10051
02/6/2021 18H,10918
02/6/2021 19H,10257
02/6/2021 20H,10073
02/6/2021 21H,9629
02/6/2021 22H,9735
02/6/2021 23H,9833
02/7/2021 00H,6546
02/7/2021 01H,876
02/7/2021 02H,531
02/7/2021 03H,22
02/7/2021 04H,22
02/7/2021 05H,22
02/7/2021 06H,22
02/7/2021 07H,22
02/7/2021 08H,22
02/7/2021 09H,20
02/7/2021 10H,18
02/7/2021 11H,18
02/7/2021 12H,18
02/7/2021 13H,18
02/7/2021 14H,18
02/7/2021 15H,777
02/7/2021 16H,6749
02/7/2021 17H,9585
02/7/2021 18H,10019
02/7/2021 19H,10350
02/7/2021 20H,10447
02/7/2021 21H,10356
02/7/2021 22H,10349
02/7/2021 23H,10123
02/8/2021 00H,6103
02/8/2021 01H,737
02/8/2021 02H,409
02/8/2021 03H,21
02/8/2021 04H,21
02/8/2021 05H,21
02/8/2021 06H,21
02/8/2021 07H,21
02/8/2021 08H,21
02/8/2021 09H,19
02/8/2021 10H,18
02/8/2021 11H,18
02/8/2021 12H,18
02/8/2021 13H,18
02/8/2021 14H,18
02/8/2021 15H,877
02/8/2021 16H,6497
02/8/2021 17H,9936
02/8/2021 18H,10267
02/8/2021 19H,10435
02/8/2021 20H,10514
02/8/2021 21H,9879
02/8/2021 22H,10068
02/8/2021 23H,8248
02/9/2021 00H,4959
02/9/2021 01H,783
02/9/2021 02H,39
02/9/2021 03H,35
02/9/2021 04H,19
02/9/2021 05H,19
02/9/2021 06H,19
02/9/2021 07H,19
02/9/2021 08H,19
02/9/2021 09H,20
02/9/2021 10H,19
02/9/2021 11H,19
02/9/2021 12H,19
02/9/2021 13H,19
02/9/2021 14H,19
02/9/2021 15H,420
02/9/2021 16H,2689
02/9/2021 17H,5525
02/9/2021 18H,6191
02/9/2021 19H,7135
02/9/2021 20H,7025
02/9/2021 21H,6943
02/9/2021 22H,6793
02/9/2021 23H,5008
02/10/2021 00H,2964
02/10/2021 01H,477
02/10/2021 02H,370
02/10/2021 03H,25
02/10/2021 04H,25
02/10/2021 05H,25
02/10/2021 06H,25
02/10/2021 07H,25
02/10/2021 08H,25
02/10/2021 09H,20
02/10/2021 10H,18
02/10/2021 11H,18
02/10/2021 12H,18
02/10/2021 13H,18
02/10/2021 14H,18
02/10/2021 15H,753
02/10/2021 16H,5606
02/10/2021 17H,9440
02/10/2021 18H,10338
02/10/2021 19H,10703
02/10/2021 20H,12010
02/10/2021 21H,10832
02/10/2021 22H,10932
02/10/2021 23H,10107
02/11/2021 00H,7227
02/11/2021 01H,1127
02/11/2021 02H,778
02/11/2021 03H,19
02/11/2021 04H,19
02/11/2021 05H,19
02/11/2021 06H,19
02/11/2021 07H,19
02/11/2021 08H,19
02/11/2021 09H,18
02/11/2021 10H,18
02/11/2021 11H,18
02/11/2021 12H,18
02/11/2021 13H,18
02/11/2021 14H,18
02/11/2021 15H,1031
02/11/2021 16H,5838
02/11/2021 17H,8600
02/11/2021 18H,9716
02/11/2021 19H,9438
02/11/2021 20H,9759
02/11/2021 21H,8634
02/11/2021 22H,7205
02/11/2021 23H,7372
02/12/2021 00H,3064
02/12/2021 01H,408
02/12/2021 02H,26
02/12/2021 03H,23
02/12/2021 04H,23
02/12/2021 05H,24
02/12/2021 06H,24
02/12/2021 07H,24
02/12/2021 08H,21
02/12/2021 09H,19
02/12/2021 10H,19
02/12/2021 11H,19
02/12/2021 12H,19
02/12/2021 13H,19
02/12/2021 14H,19
02/12/2021 15H,754
02/12/2021 16H,5984
02/12/2021 17H,7981
02/12/2021 18H,9133
02/12/2021 19H,9060
02/12/2021 20H,9961
02/12/2021 21H,10241
02/12/2021 22H,10738
02/12/2021 23H,9853
02/13/2021 00H,7057
02/13/2021 01H,1123
02/13/2021 02H,762
02/13/2021 03H,19
02/13/2021 04H,20
02/13/2021 05H,20
02/13/2021 06H,20
02/13/2021 07H,20
02/13/2021 08H,20
02/13/2021 09H,19
02/13/2021 10H,19
02/13/2021 11H,19
02/13/2021 12H,19
02/13/2021 13H,19
02/13/2021 14H,19
02/13/2021 15H,509
02/13/2021 16H,3692
02/13/2021 17H,6864
02/13/2021 18H,8131
02/13/2021 19H,9276
02/13/2021 20H,8825
02/13/2021 21H,8429
02/13/2021 22H,9005
02/13/2021 23H,6886
02/14/2021 00H,4974
02/14/2021 01H,1191
02/14/2021 02H,948
02/14/2021 03H,19
02/14/2021 04H,19
02/14/2021 05H,19
02/14/2021 06H,19
02/14/2021 07H,19
02/14/2021 08H,19
02/14/2021 09H,18
02/14/2021 10H,18
02/14/2021 11H,18
02/14/2021 12H,18
02/14/2021 13H,18
02/14/2021 14H,18
02/14/2021 15H,1131
02/14/2021 16H,6689
02/14/2021 17H,9956
02/14/2021 18H,10677
02/14/2021 19H,11021
02/14/2021 20H,11047
02/14/2021 21H,9780
02/14/2021 22H,9019
02/14/2021 23H,9409
02/15/2021 00H,5595
02/15/2021 01H,863
02/15/2021 02H,551
02/15/2021 03H,24
02/15/2021 04H,24
02/15/2021 05H,24
02/15/2021 06H,24
02/15/2021 07H,24
02/15/2021 08H,24
02/15/2021 09H,20
02/15/2021 10H,19
02/15/2021 11H,19
02/15/2021 12H,19
02/15/2021 13H,19
02/15/2021 14H,19
02/15/2021 15H,466
02/15/2021 16H,3213
02/15/2021 17H,6182
02/15/2021 18H,7708
02/15/2021 19H,8058
02/15/2021 20H,9358
02/15/2021 21H,8244
02/15/2021 22H,7850
02/15/2021 23H,6104
02/16/2021 00H,3459
02/16/2021 01H,730
02/16/2021 02H,508
02/16/2021 03H,22
02/16/2021 04H,22
02/16/2021 05H,22
02/16/2021 06H,22
02/16/2021 07H,22
02/16/2021 08H,22
02/16/2021 09H,22
02/16/2021 10H,19
02/16/2021 11H,19
02/16/2021 12H,19
02/16/2021 13H,19
02/16/2021 14H,19
02/16/2021 15H,1251
02/16/2021 16H,6313
02/16/2021 17H,9424
02/16/2021 18H,10940
02/16/2021 19H,11423
02/16/2021 20H,11130
02/16/2021 21H,9957
02/16/2021 22H,10203
02/16/2021 23H,9117
02/17/2021 00H,6591
02/17/2021 01H,1354
02/17/2021 02H,923
02/17/2021 03H,20
02/17/2021 04H,20
02/17/2021 05H,20
02/17/2021 06H,20
02/17/2021 07H,20
02/17/2021 08H,20
02/17/2021 09H,21
02/17/2021 10H,19
02/17/2021 11H,19
02/17/2021 12H,19
02/17/2021 13H,19
02/17/2021 14H,20
02/17/2021 15H,1450
02/17/2021 16H,7772
02/17/2021 17H,11299
02/17/2021 18H,12411
02/17/2021 19H,11390
02/17/2021 20H,10897
02/17/2021 21H,10756
02/17/2021 22H,11567
02/17/2021 23H,10513
02/18/2021 00H,7250
02/18/2021 01H,1508
02/18/2021 02H,1079
02/18/2021 03H,21
02/18/2021 04H,21
02/18/2021 05H,21
02/18/2021 06H,21
02/18/2021 07H,21
02/18/2021 08H,21
02/18/2021 09H,21
02/18/2021 10H,19
02/18/2021 11H,19
02/18/2021 12H,19
02/18/2021 13H,20
02/18/2021 14H,20
02/18/2021 15H,1672
02/18/2021 16H,8257
02/18/2021 17H,11657
02/18/2021 18H,12475
02/18/2021 19H,12434
02/18/2021 20H,12353
02/18/2021 21H,12451
02/18/2021 22H,12342
02/18/2021 23H,11487
02/19/2021 00H,7908
02/19/2021 01H,1650
02/19/2021 02H,1235
02/19/2021 03H,20
02/19/2021 04H,20
02/19/2021 05H,20
02/19/2021 06H,20
02/19/2021 07H,20
02/19/2021 08H,20
02/19/2021 09H,19
02/19/2021 10H,20
02/19/2021 11H,19
02/19/2021 12H,19
02/19/2021 13H,21
02/19/2021 14H,19
02/19/2021 15H,1745
02/19/2021 16H,8174
02/19/2021 17H,11118
02/19/2021 18H,11974
02/19/2021 19H,11776
02/19/2021 20H,11705
02/19/2021 21H,11806
02/19/2021 22H,11596
02/19/2021 23H,10632
02/20/2021 00H,8022
02/20/2021 01H,1684
02/20/2021 02H,1231
02/20/2021 03H,21
02/20/2021 04H,21
02/20/2021 05H,21
02/20/2021 06H,21
02/20/2021 07H,21
02/20/2021 08H,21
02/20/2021 09H,19
02/20/2021 10H,19
02/20/2021 11H,19
02/20/2021 12H,19
02/20/2021 13H,19
02/20/2021 14H,19
02/20/2021 15H,1599
02/20/2021 16H,7295
02/20/2021 17H,10221
02/20/2021 18H,9712
02/20/2021 19H,10177
02/20/2021 20H,8639
02/20/2021 21H,9029
02/20/2021 22H,8614
02/20/2021 23H,8204
02/21/2021 00H,7435
02/21/2021 01H,1804
02/21/2021 02H,43
02/21/2021 03H,25
02/21/2021 04H,29
02/21/2021 05H,29
02/21/2021 06H,28
02/21/2021 07H,28
02/21/2021 08H,29
02/21/2021 09H,23
02/21/2021 10H,20
02/21/2021 11H,20
02/21/2021 12H,19
02/21/2021 13H,19
02/21/2021 14H,18
02/21/2021 15H,1966
02/21/2021 16H,8582
02/21/2021 17H,11705
02/21/2021 18H,11981
02/21/2021 19H,11929
02/21/2021 20H,11649
02/21/2021 21H,11832
02/21/2021 22H,12091
02/21/2021 23H,11887
02/22/2021 00H,9245
02/22/2021 01H,2247
02/22/2021 02H,1791
02/22/2021 03H,31
02/22/2021 04H,24
02/22/2021 05H,24
02/22/2021 06H,23
02/22/2021 07H,23
02/22/2021 08H,24
02/22/2021 09H,22
02/22/2021 10H,21
02/22/2021 11H,21
02/22/2021 12H,20
02/22/2021 13H,20
02/22/2021 14H,19
02/22/2021 15H,2114
02/22/2021 16H,8958
02/22/2021 17H,11921
02/22/2021 18H,12821
02/22/2021 19H,12722
02/22/2021 20H,12593
02/22/2021 21H,12665
02/22/2021 22H,12383
02/22/2021 23H,11872
02/23/2021 00H,8522
02/23/2021 01H,2337
02/23/2021 02H,105
02/23/2021 03H,68
02/23/2021 04H,21
02/23/2021 05H,21
02/23/2021 06H,21
02/23/2021 07H,21
02/23/2021 08H,21
02/23/2021 09H,19
02/23/2021 10H,19
02/23/2021 11H,19
02/23/2021 12H,19
02/23/2021 13H,19
02/23/2021 14H,19
02/23/2021 15H,2096
02/23/2021 16H,8162
02/23/2021 17H,11070
02/23/2021 18H,11829
02/23/2021 19H,11895
02/23/2021 20H,11080
02/23/2021 21H,11353
02/23/2021 22H,11395
02/23/2021 23H,10397
02/24/2021 00H,7721
02/24/2021 01H,1793
02/24/2021 02H,1321
02/24/2021 03H,21
02/24/2021 04H,21
02/24/2021 05H,21
02/24/2021 06H,21
02/24/2021 07H,21
02/24/2021 08H,21
02/24/2021 09H,19
02/24/2021 10H,19
02/24/2021 11H,19
02/24/2021 12H,19
02/24/2021 13H,19
02/24/2021 14H,19
02/24/2021 15H,2262
02/24/2021 16H,9060
02/24/2021 17H,11985
02/24/2021 18H,12634
02/24/2021 19H,12701
02/24/2021 20H,12644
02/24/2021 21H,12554
02/24/2021 22H,12633
02/24/2021 23H,12144
02/25/2021 00H,9346
02/25/2021 01H,2450
02/25/2021 02H,60
02/25/2021 03H,18
02/25/2021 04H,22
02/25/2021 05H,22
02/25/2021 06H,21
02/25/2021 07H,21
02/25/2021 08H,21
02/25/2021 09H,18
02/25/2021 10H,18
02/25/2021 11H,18
02/25/2021 12H,18
02/25/2021 13H,18
02/25/2021 14H,18
02/25/2021 15H,2235
02/25/2021 16H,9137
02/25/2021 17H,12063
02/25/2021 18H,12978
02/25/2021 19H,12902
02/25/2021 20H,12946
02/25/2021 21H,12784
02/25/2021 22H,13151
02/25/2021 23H,12262
02/26/2021 00H,9345
02/26/2021 01H,2582
02/26/2021 02H,2021
02/26/2021 03H,18
02/26/2021 04H,22
02/26/2021 05H,21
02/26/2021 06H,21
02/26/2021 07H,21
02/26/2021 08H,21
02/26/2021 09H,19
02/26/2021 10H,19
02/26/2021 11H,19
02/26/2021 12H,19
02/26/2021 13H,19
02/26/2021 14H,19
02/26/2021 15H,2346
02/26/2021 16H,9373
02/26/2021 17H,12190
02/26/2021 18H,12741
02/26/2021 19H,12932
02/26/2021 20H,12147
02/26/2021 21H,11182
02/26/2021 22H,10915
02/26/2021 23H,12389
02/27/2021 00H,9121
02/27/2021 01H,2609
02/27/2021 02H,72
02/27/2021 03H,33
02/27/2021 04H,36
02/27/2021 05H,36
02/27/2021 06H,21
02/27/2021 07H,21
02/27/2021 08H,21
02/27/2021 09H,19
02/27/2021 10H,19
02/27/2021 11H,19
02/27/2021 12H,19
02/27/2021 13H,19
02/27/2021 14H,19
02/27/2021 15H,2305
02/27/2021 16H,8880
02/27/2021 17H,11481
02/27/2021 18H,12777
02/27/2021 19H,11862
02/27/2021 20H,10836
02/27/2021 21H,10810
02/27/2021 22H,11045
02/27/2021 23H,11733
02/28/2021 00H,8675
02/28/2021 01H,2364
02/28/2021 02H,1855
02/28/2021 03H,32
02/28/2021 04H,35
02/28/2021 05H,20
02/28/2021 06H,20
02/28/2021 07H,20
02/28/2021 08H,20
02/28/2021 09H,20
02/28/2021 10H,19
02/28/2021 11H,19
02/28/2021 12H,19
02/28/2021 13H,19
02/28/2021 14H,19
02/28/2021 15H,2505
02/28/2021 16H,8754
02/28/2021 17H,10918
02/28/2021 18H,11394
02/28/2021 19H,11172
02/28/2021 20H,10822
02/28/2021 21H,10284
02/28/2021 22H,10642
02/28/2021 23H,11762
03/1/2021 00H,9659
03/1/2021 01H,2750
03/1/2021 02H,128
03/1/2021 03H,77
03/1/2021 04H,20
03/1/2021 05H,20
03/1/2021 06H,20
03/1/2021 07H,20
03/1/2021 08H,20
03/1/2021 09H,20
03/1/2021 10H,18
03/1/2021 11H,18
03/1/2021 12H,18
03/1/2021 13H,18
03/1/2021 14H,18
03/1/2021 15H,3011
03/1/2021 16H,9924
03/1/2021 17H,12506
03/1/2021 18H,13126
03/1/2021 19H,12913
03/1/2021 20H,13088
03/1/2021 21H,13294
03/1/2021 22H,13317
03/1/2021 23H,12598
03/2/2021 00H,10018
03/2/2021 01H,2935
03/2/2021 02H,125
03/2/2021 03H,14
03/2/2021 04H,19
03/2/2021 05H,19
03/2/2021 06H,21
03/2/2021 07H,21
03/2/2021 08H,21
03/2/2021 09H,21
03/2/2021 10H,19
03/2/2021 11H,19
03/2/2021 12H,19
03/2/2021 13H,19
03/2/2021 14H,19
03/2/2021 15H,2625
03/2/2021 16H,8498
03/2/2021 17H,10709
03/2/2021 18H,11715
03/2/2021 19H,11670
03/2/2021 20H,11358
03/2/2021 21H,12320
03/2/2021 22H,12216
03/2/2021 23H,9481
03/3/2021 00H,7911
03/3/2021 01H,1881
03/3/2021 02H,1456
03/3/2021 03H,14
03/3/2021 04H,19
03/3/2021 05H,21
03/3/2021 06H,21
03/3/2021 07H,21
03/3/2021 08H,21
03/3/2021 09H,21
03/3/2021 10H,18
03/3/2021 11H,18
03/3/2021 12H,18
03/3/2021 13H,18
03/3/2021 14H,18
03/3/2021 15H,2410
03/3/2021 16H,6983
03/3/2021 17H,7373
03/3/2021 18H,7432
03/3/2021 19H,7348
03/3/2021 20H,6312
03/3/2021 21H,6654
03/3/2021 22H,6227
03/3/2021 23H,5902
03/4/2021 00H,3796
03/4/2021 01H,977
03/4/2021 02H,802
03/4/2021 03H,20
03/4/2021 04H,20
03/4/2021 05H,20
03/4/2021 06H,20
03/4/2021 07H,20
03/4/2021 08H,20
03/4/2021 09H,20
03/4/2021 10H,18
03/4/2021 11H,18
03/4/2021 12H,18
03/4/2021 13H,18
03/4/2021 14H,18
03/4/2021 15H,3068
03/4/2021 16H,9679
03/4/2021 17H,12406
03/4/2021 18H,13185
03/4/2021 19H,13119
03/4/2021 20H,13183
03/4/2021 21H,13290
03/4/2021 22H,13349
03/4/2021 23H,12671
03/5/2021 00H,10093
03/5/2021 01H,3144
03/5/2021 02H,2568
03/5/2021 03H,23
03/5/2021 04H,23
03/5/2021 05H,23
03/5/2021 06H,23
03/5/2021 07H,23
03/5/2021 08H,23
03/5/2021 09H,23
03/5/2021 10H,19
03/5/2021 11H,19
03/5/2021 12H,19
03/5/2021 13H,19
03/5/2021 14H,19
03/5/2021 15H,3479
03/5/2021 16H,9521
03/5/2021 17H,11634
03/5/2021 18H,13074
03/5/2021 19H,11877
03/5/2021 20H,12046
03/5/2021 21H,12062
03/5/2021 22H,12018
03/5/2021 23H,11286
03/6/2021 00H,9056
03/6/2021 01H,2962
03/6/2021 02H,109
03/6/2021 03H,22
03/6/2021 04H,18
03/6/2021 05H,18
03/6/2021 06H,18
03/6/2021 07H,18
03/6/2021 08H,18
03/6/2021 09H,18
03/6/2021 10H,18
03/6/2021 11H,18
03/6/2021 12H,18
03/6/2021 13H,18
03/6/2021 14H,18
03/6/2021 15H,2805
03/6/2021 16H,8595
03/6/2021 17H,10534
03/6/2021 18H,11019
03/6/2021 19H,10286
03/6/2021 20H,9613
03/6/2021 21H,9741
03/6/2021 22H,9182
03/6/2021 23H,8593
03/7/2021 00H,7531
03/7/2021 01H,3442
03/7/2021 02H,110
03/7/2021 03H,22
03/7/2021 04H,19
03/7/2021 05H,19
03/7/2021 06H,19
03/7/2021 07H,19
03/7/2021 08H,19
03/7/2021 09H,19
03/7/2021 10H,19
03/7/2021 11H,18
03/7/2021 12H,18
03/7/2021 13H,18
03/7/2021 14H,12
03/7/2021 15H,2631
03/7/2021 16H,5350
03/7/2021 17H,8001
03/7/2021 18H,9265
03/7/2021 19H,9860
03/7/2021 20H,10062
03/7/2021 21H,9647
03/7/2021 22H,8285
03/7/2021 23H,6832
03/8/2021 00H,3783
03/8/2021 01H,1541
03/8/2021 02H,1286
03/8/2021 03H,21
03/8/2021 04H,21
03/8/2021 05H,21
03/8/2021 06H,21
03/8/2021 07H,21
03/8/2021 08H,21
03/8/2021 09H,21
03/8/2021 10H,19
03/8/2021 11H,19
03/8/2021 12H,19
03/8/2021 13H,19
03/8/2021 14H,13
03/8/2021 15H,3119
03/8/2021 16H,9090
03/8/2021 17H,12054
03/8/2021 18H,13217
03/8/2021 19H,13036
03/8/2021 20H,12573
03/8/2021 21H,12773
03/8/2021 22H,12640
03/8/2021 23H,11669
03/9/2021 00H,8401
03/9/2021 01H,2840
03/9/2021 02H,109
03/9/2021 03H,43
03/9/2021 04H,22
03/9/2021 05H,23
03/9/2021 06H,22
03/9/2021 07H,22
03/9/2021 08H,22
03/9/2021 09H,22
03/9/2021 10H,18
03/9/2021 11H,18
03/9/2021 12H,18
03/9/2021 13H,18
03/9/2021 14H,18
03/9/2021 15H,2587
03/9/2021 16H,8760
03/9/2021 17H,10858
03/9/2021 18H,11178
03/9/2021 19H,11045
03/9/2021 20H,11412
03/9/2021 21H,11429
03/9/2021 22H,11325
03/9/2021 23H,10078
03/10/2021 00H,7569
03/10/2021 01H,2721
03/10/2021 02H,2230
03/10/2021 03H,16
03/10/2021 04H,18
03/10/2021 05H,19
03/10/2021 06H,18
03/10/2021 07H,18
03/10/2021 08H,18
