DATE (MM/DD/YYYY),HOUR-MST,Avg Tower Dry Bulb Temp [deg C],Avg Tower RH [%],Avg Avg Wind Speed @ 6ft [m/s],Avg Station Pressure [mBar],Avg Precipitation [mm],Avg Global CMP22 (vent/cor) [W/m^2]
5/23/20,1:00,15.1878,41.2698,1.8234,809.3196,0,-1.1105
5/23/20,2:00,13.693,34.9078,1.6576,809.4954,0,-1.0612
5/23/20,3:00,12.9205,31.6947,1.4505,809.4296,0,-1.0583
5/23/20,4:00,12.4677,32.6388,1.1049,809.7083,0,-1.0685
5/23/20,5:00,12.4422,30.9483,1.8415,809.7156,0,2.7832
5/23/20,6:00,12.0758,28.5708,1.1787,809.864,0,53.5739
5/23/20,7:00,14.0672,27.8545,0.5243,809.7005,0,253.6876
5/23/20,8:00,16.1558,35.4917,1.8909,809.4094,0,467.4502
5/23/20,9:00,17.3957,40.2343,1.6314,809.2789,0,712.6109
5/23/20,10:00,19.5538,38.5043,1.7922,809.0369,0,878.347
5/23/20,11:00,21.8127,27.2078,2.355,808.5963,0,841.1904
5/23/20,12:00,23.0215,17.9658,2.8544,808.0811,0,767.7
5/23/20,13:00,23.6872,16.5263,2.3506,807.6925,0,678.0933
5/23/20,14:00,23.548,17.7233,2.4744,807.6075,0,555.9395
5/23/20,15:00,24.0218,16.421,2.4329,807.3549,0,537.014
5/23/20,16:00,22.0575,22.9067,3.5643,807.2437,0,315.608
5/23/20,17:00,20.8297,23.1138,2.5655,807.719,0,95.5645
5/23/20,18:00,20.1957,23.0417,2.1982,808.3172,0,89.8455
5/23/20,19:00,19.2028,24.0778,3.0212,809.2132,0,29.8837
5/23/20,20:00,18.144,25.7558,3.0481,809.7672,0,2.3369
5/23/20,21:00,16.2443,39.486,3.7435,811.1502,0,-0.7847
5/23/20,22:00,13.9822,51.6147,3.0162,812.7292,0,-0.7369
5/23/20,23:00,12.5733,57.3922,1.6345,813.3062,0,-0.8592
5/24/20,0:00,11.1278,59.6152,2.4048,814.32,0,-0.8738
5/24/20,1:00,9.8697,70.6775,0.8164,814.6302,0,-1.0262
5/24/20,2:00,9.7063,69.7488,0.3993,814.9022,0,-0.9608
5/24/20,3:00,9.4833,68.0953,0.9126,814.8807,0,-0.9104
5/24/20,4:00,9.0922,64.3525,0.7677,815.1675,0,-1.0036
5/24/20,5:00,9.2113,72.2005,0.7778,815.3996,0,3.0812
5/24/20,6:00,8.4552,84.2133,1.6408,815.7817,0,39.7373
5/24/20,7:00,9.3525,81.9143,0.5238,815.9205,0,162.7414
5/24/20,8:00,10.8053,72.5108,0.3158,815.7737,0,305.9972
5/24/20,9:00,10.6837,75.5867,1.2014,815.6122,0,159.3441
5/24/20,10:00,9.9427,80.9015,0.3193,815.6347,0.0042,218.1636
5/24/20,11:00,10.8953,76.3457,0.662,815.3443,0,371.6941
5/24/20,12:00,11.8905,63.4425,0.8423,814.7966,0,443.8282
5/24/20,13:00,11.0348,69.1322,1.0798,814.4693,0,95.9688
5/24/20,14:00,6.8562,88.5078,3.6941,815.4134,0.1228,14.9276
5/24/20,15:00,6.2472,95.1,2.0098,815.6156,0.1397,21.7857
5/24/20,16:00,6.4985,95.3517,0.9587,816.3082,0.0847,14.5255
5/24/20,17:00,5.8415,99.055,1.4491,817.0369,0.0847,9.8862
5/24/20,18:00,5.5746,99.975,0.4716,817.1718,0.0339,21.4335
5/24/20,19:00,5.9799,99.15,0.381,817.5539,0,7.6803
5/24/20,20:00,5.9935,99.1283,0.1802,818.1647,0,-0.693
5/24/20,21:00,6.0009,94.2717,1.2847,818.1593,0,-0.9758
5/24/20,22:00,6.012,88.4433,1.1442,818.484,0,-0.9305
5/24/20,23:00,6.4119,82.3863,1.5792,818.3259,0,-0.6398
5/25/20,0:00,6.5979,80.3118,2.2845,818.0162,0,-0.1896
5/25/20,1:00,6.271,77.1042,1.8772,818.1728,0,-0.0837
5/25/20,2:00,5.7637,76.1378,1.7359,818.5992,0,-0.2844
5/25/20,3:00,5.4264,77.764,2.0792,818.7302,0,-0.5099
5/25/20,4:00,5.2307,76.8242,1.983,819.1229,0,-0.8264
5/25/20,5:00,5.0719,77.8113,1.2622,819.5111,0,4.0077
5/25/20,6:00,4.9959,79.9723,1.4459,819.8311,0,49.2817
5/25/20,7:00,6.9447,73.7645,1.2476,819.7285,0,235.4887
5/25/20,8:00,8.9303,65.2465,1.0629,819.6963,0,468.8372
5/25/20,9:00,10.0213,61.7832,0.6491,819.4134,0.0042,707.2714
5/25/20,10:00,12.1155,55.5238,1.5292,819.0347,0.0042,868.9528
5/25/20,11:00,13.3642,47.8803,2.7749,819.0864,0,805.9391
5/25/20,12:00,14.0447,43.3817,1.7014,818.8488,0,1012.7366
5/25/20,13:00,14.4667,43.0355,1.8416,818.5542,0,657.9189
5/25/20,14:00,15.315,41.686,2.196,818.2121,0,655.2962
5/25/20,15:00,15.4315,41.1448,2.4684,818.033,0,583.014
5/25/20,16:00,15.679,38.165,1.2191,817.9395,0,487.1253
5/25/20,17:00,15.5898,39.4465,1.4355,817.8936,0,371.4334
5/25/20,18:00,14.4278,41.765,1.4299,817.9924,0,130.0201
5/25/20,19:00,14.5625,41.326,0.3526,818.2763,0,86.0267
5/25/20,20:00,11.6853,50.9742,1.2884,818.7033,0,2.4411
5/25/20,21:00,10.4158,56.9612,1.9006,818.9649,0,-0.9724
5/25/20,22:00,10.1172,58.2305,2.0444,819.2737,0,-0.9622
5/25/20,23:00,9.6232,59.7993,2.1661,819.0551,0,-0.978
5/26/20,0:00,9.3512,59.5978,0.3205,818.7173,0,-1.0188
5/26/20,1:00,9.4448,55.0993,1.608,818.2933,0,-1.0317
5/26/20,2:00,8.7179,52.5692,1.9203,817.5921,0,-0.9883
5/26/20,3:00,9.1715,44.4475,2.8356,817.0259,0,-1.0689
5/26/20,4:00,9.106,42.8412,3.6178,816.9029,0,-0.9655
5/26/20,5:00,8.6473,43.6912,2.1196,817.0649,0,6.0817
5/26/20,6:00,9.1593,43.4692,1.0989,817.3641,0,117.1999
5/26/20,7:00,11.8245,42.5262,0.3737,817.463,0,313.3915
5/26/20,8:00,14.9077,39.9892,1.7819,817.6365,0,519.8301
5/26/20,9:00,16.9027,36.5,2.0367,817.5479,0,701.867
5/26/20,10:00,18.559,31.0267,1.619,817.1209,0,764.3079
5/26/20,11:00,20.3617,27.0105,1.9024,816.7417,0,961.0132
5/26/20,12:00,21.5293,25.9888,1.6665,816.3877,0,1014.5436
5/26/20,13:00,22.556,25.7557,2.2165,815.9676,0,1013.3848
5/26/20,14:00,22.4605,26.1292,2.6186,815.9347,0,806.9735
5/26/20,15:00,23.2847,25.2715,2.8881,816.0395,0,859.8191
5/26/20,16:00,23.2015,25.3837,2.3426,815.9535,0,678.2555
5/26/20,17:00,23.2107,25.6533,1.8093,816.0691,0,492.003
5/26/20,18:00,22.8758,26.2667,1.0287,816.2153,0,265.1768
5/26/20,19:00,20.5718,30.802,0.9735,816.5677,0,35.412
5/26/20,20:00,18.4287,37.7477,1.5825,816.7294,0,2.1976
5/26/20,21:00,17.0307,41.7748,2.1384,817.1294,0,-1.119
5/26/20,22:00,17.0187,39.9418,2.5271,817.2603,0,-1.1843
5/26/20,23:00,18.0397,36.2838,2.4447,817.2714,0,-1.2266
5/27/20,0:00,17.3415,37.9925,1.213,817.6192,0,-1.2155
5/27/20,1:00,16.882,41.0283,2.1998,817.3492,0,-1.1673
5/27/20,2:00,16.1182,44.1362,2.4171,817.3585,0,-1.0678
5/27/20,3:00,16.103,44.0605,1.6585,817.5545,0,-1.1229
5/27/20,4:00,15.1812,47.2707,1.8474,817.6611,0,-1.0464
5/27/20,5:00,13.4537,54.4305,0.4019,818.0828,0,6.7884
5/27/20,6:00,14.4013,51.5955,0.3724,818.3931,0,113.5483
5/27/20,7:00,16.3977,47.057,0.2903,818.5254,0,304.3083
5/27/20,8:00,19.2555,43.1805,1.2723,818.6995,0,507.2697
5/27/20,9:00,20.9683,37.191,1.6356,818.6469,0,693.9577
5/27/20,10:00,21.9227,32.9878,2.3625,818.505,0,846.6325
5/27/20,11:00,22.8293,32.0395,2.3225,818.4358,0,966.1095
5/27/20,12:00,24.1085,31.2508,2.0456,818.0122,0,946.3097
5/27/20,13:00,24.3557,30.2965,1.6363,817.6025,0,666.6606
5/27/20,14:00,24.756,28.823,1.632,817.2589,0,640.5768
5/27/20,15:00,23.9568,33.4213,2.5071,817.3107,0,532.4938
5/27/20,16:00,23.2202,35.594,1.1849,817.4537,0,354.157
5/27/20,17:00,23.8502,32.9847,1.1738,817.262,0,313.5585
5/27/20,18:00,19.584,49.021,4.2725,818.1297,0.0085,24.6779
5/27/20,19:00,17.767,57.3918,2.36,819.1278,0,98.4331
5/27/20,20:00,16.9363,60.3305,0.6304,819.3544,0,2.4684
5/27/20,21:00,16.4615,62.6817,1.4672,819.7965,0,-1.0187
5/27/20,22:00,16.1132,63.171,1.5063,820.0367,0,-0.9879
5/27/20,23:00,15.7837,61.1037,0.9215,819.7968,0,-1.0546
5/28/20,0:00,15.7272,60.6852,1.8661,820.2706,0,-1.024
5/28/20,1:00,15.7197,61.5948,1.1695,820.7854,0,-1.0858
5/28/20,2:00,14.9363,63.9785,1.2336,820.8638,0,-0.9192
5/28/20,3:00,14.0555,67.4317,0.7507,821.3621,0,-0.9881
5/28/20,4:00,12.4435,76.419,0.8525,821.8943,0,-0.9736
5/28/20,5:00,11.9078,80.0413,1.1072,822.7441,0,3.057
5/28/20,6:00,11.7945,80.2248,0.2132,823.5546,0,71.8302
5/28/20,7:00,13.8388,73.338,0.6844,824.0127,0,304.0582
5/28/20,8:00,15.3788,69.4705,1.3887,823.9993,0,506.7326
5/28/20,9:00,16.2463,69.3322,2.0874,824.1614,0,659.9299
5/28/20,10:00,16.6435,68.0618,2.1248,824.3254,0,734.5729
5/28/20,11:00,17.5393,64.713,2.2637,824.3421,0,880.0928
5/28/20,12:00,17.854,63.8133,2.6175,824.4644,0,761.8015
5/28/20,13:00,18.0828,62.4895,2.6293,824.4095,0,982.349
5/28/20,14:00,18.4822,59.6045,1.911,824.1806,0,686.2005
5/28/20,15:00,19.1257,56.1397,1.5172,823.524,0,601.1879
5/28/20,16:00,20.3233,52.2542,1.3757,823.2206,0,616.046
5/28/20,17:00,20.7875,50.2162,0.9522,822.9593,0,403.8448
5/28/20,18:00,20.3373,51.4503,0.5263,822.8932,0,135.3357
5/28/20,19:00,19.5118,55.3907,0.906,823.3511,0,42.8086
5/28/20,20:00,18.6512,59.4408,1.4164,823.72,0,1.4856
5/28/20,21:00,18.0687,62.9615,1.3182,824.1778,0,-0.867
5/28/20,22:00,17.2348,65.0967,1.54,824.4062,0,-1.0199
5/28/20,23:00,17.0672,66.3202,1.0459,824.5094,0,-0.927
5/29/20,0:00,16.4368,68.0858,0.7742,824.1835,0,-0.952
5/29/20,1:00,15.3447,72.6505,1.5266,823.7211,0,-1.0035
5/29/20,2:00,13.8572,80.6057,1.9913,823.3306,0,-0.9213
5/29/20,3:00,13.106,83.1983,0.2627,822.9542,0,-0.9846
5/29/20,4:00,12.3453,87.3117,0.5964,822.6706,0,-1.0058
5/29/20,5:00,11.7233,90.1133,0.2992,822.6203,0,6.6717
5/29/20,6:00,12.5938,85.2633,0.0087,822.415,0,113.7478
5/29/20,7:00,15.1852,74.8378,0.6089,822.4199,0,303.5425
5/29/20,8:00,17.442,67.129,1.1441,822.2883,0,493.1003
5/29/20,9:00,19.3478,60.5447,0.9001,822.1642,0,684.9587
5/29/20,10:00,21.4225,54.2823,1.2583,821.7826,0,827.7593
5/29/20,11:00,23.7638,47.5005,1.6325,821.5215,0,969.2295
5/29/20,12:00,25.245,42.1782,1.6797,821.0016,0,1006.119
5/29/20,13:00,26.6213,36.6345,1.569,820.493,0,976.9378
5/29/20,14:00,28.2102,31.66,1.8841,820.096,0,943.3025
5/29/20,15:00,28.8422,27.9632,1.6845,819.6685,0,700.3147
5/29/20,16:00,26.8848,32.4605,2.2858,819.7399,0,204.475
5/29/20,17:00,24.524,35.3325,1.7699,819.7375,0,34.8886
5/29/20,18:00,23.7505,34.322,1.7426,819.6232,0,80.8219
5/29/20,19:00,23.3542,37.395,2.7428,819.9847,0,90.0873
5/29/20,20:00,21.7345,41.0955,2.1688,820.1047,0,1.9181
5/29/20,21:00,21.4173,41.9095,1.1724,820.3376,0,-1.2309
5/29/20,22:00,20.8453,43.48,2.2423,820.3532,0,-1.1104
5/29/20,23:00,21.5055,36.1055,3.4312,820.5502,0,-1.3059
5/30/20,0:00,22.2957,31.0432,5.0736,820.1923,0,-1.2872
5/30/20,1:00,21.9772,31.5453,4.8284,819.8725,0,-1.2501
5/30/20,2:00,21.4452,33.2257,4.1481,820.0603,0,-1.1451
5/30/20,3:00,17.6225,50.7927,1.3372,820.6633,0,-0.9945
5/30/20,4:00,16.7428,58.5095,1.1864,821.0468,0,-1.0999
5/30/20,5:00,15.0967,67.0465,1.2777,821.3898,0,4.0822
5/30/20,6:00,15.5647,59.2177,1.858,821.4456,0,116.9809
5/30/20,7:00,19.355,46.024,0.961,821.5386,0,300.8533
5/30/20,8:00,22.5467,39.9843,0.4864,821.6061,0,501.4962
5/30/20,9:00,24.5083,37.558,1.4425,821.5482,0,702.4455
5/30/20,10:00,25.8103,35.3528,2.6566,821.5179,0,874.3913
5/30/20,11:00,25.814,36.9567,2.5883,821.6344,0,832.5307
5/30/20,12:00,25.1977,40.6658,2.6978,821.4955,0,925.2181
5/30/20,13:00,25.5877,39.1437,2.9064,821.1833,0,944.4648
5/30/20,14:00,25.2328,40.345,1.9088,820.6527,0,447.6129
5/30/20,15:00,23.8632,42.8812,0.8312,820.315,0,115.2452
5/30/20,16:00,22.5823,47.5812,1.4383,820.4538,0,57.079
5/30/20,17:00,22.6223,46.8653,2.4282,820.1618,0,177.5005
5/30/20,18:00,22.1002,40.9063,2.9021,820.1988,0,75.621
5/30/20,19:00,21.3713,42.7887,3.4632,820.4793,0,28.1446
5/30/20,20:00,19.167,53.399,4.2608,820.6038,0,-0.1839
5/30/20,21:00,18.2635,57.246,2.1913,820.6255,0,-0.9754
5/30/20,22:00,18.5688,54.4338,1.0715,820.8008,0,-1.0724
5/30/20,23:00,18.1545,55.9338,0.9104,820.7246,0,-1.0145
5/31/20,0:00,17.2945,57.4783,1.2809,820.4251,0,-1.07
5/31/20,1:00,16.6105,58.5453,2.2676,819.8095,0,-1.0106
5/31/20,2:00,15.9472,59.9725,2.2682,819.2345,0,-0.9988
5/31/20,3:00,15.5882,59.9672,2.4729,818.7102,0,-1.0031
5/31/20,4:00,14.9807,61.9037,1.152,818.8355,0,-1.0517
5/31/20,5:00,14.2898,66.4072,1.0048,819.3199,0,4.1522
5/31/20,6:00,14.7868,63.6247,1.0843,819.5716,0,102.6528
5/31/20,7:00,16.6518,61.202,0.1631,819.7604,0,246.1851
5/31/20,8:00,19.0725,55.6367,1.0265,819.9,0,478.2848
5/31/20,9:00,21.8408,47.6767,1.4751,819.6533,0,661.4511
5/31/20,10:00,23.833,43.0675,2.0227,819.2798,0,838.0297
5/31/20,11:00,26.0565,33.2632,2.0876,819.0234,0,951.5238
5/31/20,12:00,27.2702,29.343,1.7972,818.6318,0,721.639
5/31/20,13:00,26.1373,30.402,0.8456,818.3735,0,199.1527
5/31/20,14:00,26.2175,29.9055,1.3567,818.2283,0,241.4369
5/31/20,15:00,25.1317,30.8065,1.2881,818.0627,0,282.5023
5/31/20,16:00,22.926,38.1888,4.3132,818.2779,0,192.4024
5/31/20,17:00,24.2217,35.4568,2.3906,818.2445,0,406.8031
5/31/20,18:00,23.1828,38.0712,1.2557,818.4078,0,254.1632
5/31/20,19:00,22.6737,40.2182,0.7892,818.1791,0,89.7404
5/31/20,20:00,22.1225,42.2335,0.1841,818.2989,0,3.9104
5/31/20,21:00,21.6947,42.5633,1.4681,818.4994,0,-1.1634
5/31/20,22:00,22.4577,34.5332,4.476,818.6666,0,-1.143
5/31/20,23:00,21.688,33.9943,4.4964,818.7936,0,-1.0955
6/1/20,0:00,21.0305,35.4238,3.1296,818.5144,0,-1.1529
6/1/20,1:00,20.9877,35.8598,3.4553,818.5019,0,-1.2435
6/1/20,2:00,20.7402,37.1333,2.7272,818.2204,0,-1.2628
6/1/20,3:00,19.2388,40.7373,0.4542,818.3708,0,-1.2511
6/1/20,4:00,18.5375,41.764,1.8431,818.3444,0,-1.2112
6/1/20,5:00,18.8757,39.0342,2.2679,818.5428,0,3.4247
6/1/20,6:00,19.3555,37.5977,2.3267,818.8061,0,108.2954
6/1/20,7:00,22.3733,31.918,1.5093,819.1422,0,308.5217
6/1/20,8:00,25.331,33.7842,1.2858,819.3625,0,506.5579
6/1/20,9:00,25.7803,35.3222,2.2032,819.5603,0,675.1933
6/1/20,10:00,27.451,27.6883,2.1098,819.5081,0,837.2062
6/1/20,11:00,28.5675,25.0392,2.1128,819.3929,0,940.2258
6/1/20,12:00,30.2547,20.1975,2.5688,818.7996,0,1039.7405
6/1/20,13:00,29.5015,18.2048,1.5876,818.395,0,571.189
6/1/20,14:00,26.9592,22.6905,3.881,818.2807,0,229.1139
6/1/20,15:00,27.8667,21.3802,3.0192,817.9011,0,355.8529
6/1/20,16:00,27.1955,25.2995,3.9063,817.5415,0,392.5747
6/1/20,17:00,28.444,22.3453,2.9173,817.2237,0,425.6
6/1/20,18:00,27.0728,26.1447,2.6979,817.1109,0,185.9436
6/1/20,19:00,25.5592,29.4287,1.7174,817.3281,0,58.0114
6/1/20,20:00,24.9322,28.0827,1.6685,817.6601,0,1.7723
6/1/20,21:00,24.0088,31.0137,2.4209,818.0848,0,-1.1114
6/1/20,22:00,23.2652,33.3928,1.9135,818.873,0,-1.1549
6/1/20,23:00,23.483,30.7108,2.0316,819.0108,0,-1.1799
6/2/20,0:00,24.0802,28.1872,3.7926,818.7472,0,-1.6232
6/2/20,1:00,21.8203,34.6183,3.6998,818.4069,0,-1.0069
6/2/20,2:00,21.7585,33.1137,2.3007,818.2545,0,-1.1788
6/2/20,3:00,22.1177,29.993,4.165,818.0923,0,-1.1929
6/2/20,4:00,21.7045,29.1612,4.6305,818.0933,0,-1.1144
6/2/20,5:00,21.8832,27.8835,4.1448,818.2603,0,9.2788
6/2/20,6:00,22.4463,26.4922,4.3555,818.7053,0,78.8107
6/2/20,7:00,23.672,25.8808,1.6694,819.5019,0,298.2193
6/2/20,8:00,24.8437,31.5295,1.2858,820.0444,0,448.8153
6/2/20,9:00,26.9705,26.235,1.3027,820.2971,0,739.7963
6/2/20,10:00,27.802,21.8987,3.0137,820.4287,0,710.29
6/2/20,11:00,28.1483,19.4258,3.3837,820.8211,0,755.4068
6/2/20,12:00,28.0892,20.1608,3.5578,821.1014,0,710.8637
6/2/20,13:00,28.1858,22.6498,3.1752,820.8259,0,902.9452
6/2/20,14:00,29.0352,20.4472,2.6635,820.4095,0,951.3449
6/2/20,15:00,28.9193,19.4257,1.798,820.025,0,746.4714
6/2/20,16:00,26.931,25.0802,2.9727,820.088,0,446.2084
6/2/20,17:00,26.4588,24.039,1.8367,819.7809,0,298.9276
6/2/20,18:00,26.9117,22.892,0.699,819.6135,0,276.9909
6/2/20,19:00,25.3668,26.6343,1.3892,819.8817,0,90.0263
6/2/20,20:00,23.0645,27.9747,0.6662,820.5532,0,2.2999
6/2/20,21:00,21.3543,33.5887,1.0781,821.3453,0,-1.1946
6/2/20,22:00,20.5925,45.8398,1.1712,822.2339,0,-1.2369
6/2/20,23:00,19.5108,55.1228,0.3333,822.2162,0,-1.2189
6/3/20,0:00,17.9042,50.7137,1.9732,821.7927,0,-1.0437
6/3/20,1:00,17.7177,47.0358,2.3481,821.2738,0,-1.1159
6/3/20,2:00,17.6845,43.748,2.3386,820.6601,0,-1.1121
6/3/20,3:00,17.7395,41.7942,1.7031,820.1774,0,-1.169
6/3/20,4:00,17.6997,40.8767,0.6259,819.7876,0,-1.2018
6/3/20,5:00,17.1038,44.1733,2.0959,819.99,0,7.7139
6/3/20,6:00,17.3227,43.0728,1.464,820.2103,0,102.3084
6/3/20,7:00,18.856,47.533,0.5115,820.451,0,254.066
6/3/20,8:00,21.2608,43.622,0.202,820.5706,0,508.4328
6/3/20,9:00,23.9435,33.2783,0.5754,820.3331,0,692.5027
6/3/20,10:00,26.0255,30.9483,1.8716,819.9105,0,865.5584
6/3/20,11:00,27.2148,24.3622,1.8321,819.553,0,872.9119
6/3/20,12:00,28.1365,23.572,1.7756,819.0092,0,905.3884
6/3/20,13:00,28.3778,21.3542,1.3836,818.1611,0,850.5565
6/3/20,14:00,29.3173,18.5718,1.7947,817.3319,0,681.3179
6/3/20,15:00,29.1737,18.6617,1.1624,816.6756,0,605.7316
6/3/20,16:00,29.7318,17.6283,1.5147,816.105,0,493.9454
6/3/20,17:00,26.8202,21.0633,2.1407,816.456,0,81.3556
6/3/20,18:00,23.4857,27.2267,1.7951,817.5393,0,45.1539
6/3/20,19:00,23.4978,29.9708,0.5618,817.728,0,96.9828
6/3/20,20:00,22.061,32.715,1.1413,817.841,0,6.4471
6/3/20,21:00,21.4447,32.96,1.4063,818.3357,0,-1.2062
6/3/20,22:00,20.209,34.7812,1.8237,818.1915,0,-1.2053
6/3/20,23:00,20.3895,31.617,2.2689,817.9768,0,-1.2387
6/4/20,0:00,21.8188,24.6592,4.2427,817.5205,0,-1.2415
6/4/20,1:00,21.2617,25.1893,3.8546,817.1499,0,-1.1893
6/4/20,2:00,19.9417,28.472,1.8056,817.3479,0,-1.2012
6/4/20,3:00,18.4027,32.4067,0.7866,816.885,0,-1.3091
6/4/20,4:00,18.139,31.2387,0.0921,816.6661,0,-1.2795
6/4/20,5:00,17.8995,31.107,0.5434,816.6485,0,7.4861
6/4/20,6:00,18.3178,32.115,0.562,816.7781,0,113.8931
6/4/20,7:00,19.8443,34.1487,0.748,816.8048,0,301.4944
6/4/20,8:00,23.3585,27.476,0.4716,816.7864,0,502.5957
6/4/20,9:00,26.326,27.8573,1.4608,816.6319,0,706.9209
6/4/20,10:00,26.9882,26.3858,2.7758,816.457,0,659.0018
6/4/20,11:00,27.319,22.3633,2.3648,816.2587,0,625.5927
6/4/20,12:00,28.436,19.7068,1.4318,815.6098,0,769.9816
6/4/20,13:00,27.1652,21.2055,2.6427,815.5747,0,359.6888
6/4/20,14:00,24.0517,29.6417,3.8272,816.2998,0,341.1494
6/4/20,15:00,24.271,26.2883,7.6551,816.1349,0,522.2338
6/4/20,16:00,24.079,23.3263,3.7373,815.5578,0,213.6555
6/4/20,17:00,24.7273,25.2377,3.5382,815.962,0,162.2064
6/4/20,18:00,24.7803,23.3707,4.2861,815.8532,0,213.7154
6/4/20,19:00,25.3973,22.1747,3.2636,815.7261,0,163.4217
6/4/20,20:00,23.0248,26.2745,1.5737,816.0952,0,8.4416
6/4/20,21:00,21.56,28.495,2.7628,816.7846,0,-1.2683
6/4/20,22:00,20.8842,28.4255,3.8863,817.2117,0,-1.2463
6/4/20,23:00,20.6417,28.372,3.7143,817.3189,0,-1.271
6/5/20,0:00,19.9302,29.105,3.2381,817.2878,0,-1.2214
6/5/20,1:00,20.3262,27.5565,2.6235,817.2655,0,-1.273
6/5/20,2:00,20.2155,27.7903,2.7125,817.0255,0,-1.1714
6/5/20,3:00,20.0305,27.781,1.8435,816.8458,0,-1.2114
6/5/20,4:00,19.0043,30.0498,0.92,817.1929,0,-1.1953
6/5/20,5:00,18.6183,30.7113,1.1121,817.3777,0,6.1038
6/5/20,6:00,19.2502,30.8132,0.5614,817.6951,0,105.357
6/5/20,7:00,21.4002,32.1625,0.3202,818.0254,0,310.6851
6/5/20,8:00,23.3072,27.4102,1.4775,818.3435,0,500.8296
6/5/20,9:00,25.389,24.8895,0.9338,818.2955,0,697.6815
6/5/20,10:00,26.8613,24.7672,1.2683,817.8667,0,858.4107
6/5/20,11:00,28.6672,23.605,2.1011,817.6308,0,960.9441
6/5/20,12:00,29.4643,22.9737,1.9657,817.1701,0,856.021
6/5/20,13:00,29.7082,20.758,1.405,816.5688,0,441.3271
6/5/20,14:00,30.9113,15.6113,1.7952,816.0136,0,586.5512
6/5/20,15:00,30.3498,16.2092,2.2827,815.4859,0,325.7598
6/5/20,16:00,30.0948,16.8118,2.3404,815.0266,0,334.9571
6/5/20,17:00,29.3208,17.6328,2.1501,815.1025,0,200.6669
6/5/20,18:00,27.4185,20.3118,3.5739,815.0091,0,129.2821
6/5/20,19:00,26.9573,20.6158,1.2345,815.3982,0,22.4223
6/5/20,20:00,26.2657,21.0455,1.605,815.5426,0,0.0816
6/5/20,21:00,25.0542,23.6578,1.8861,815.3846,0,-1.3316
6/5/20,22:00,24.3075,24.9498,1.6744,815.5494,0,-1.3896
6/5/20,23:00,22.9337,27.2613,1.0903,815.3721,0,-1.2527
6/6/20,0:00,23.401,25.5427,1.2776,814.4691,0,-1.3333
6/6/20,1:00,23.3352,24.5598,1.22,813.8662,0,-1.3172
6/6/20,2:00,23.265,24.8142,1.4863,813.4238,0,-1.2887
6/6/20,3:00,22.4282,27.986,0.9932,813.4305,0,-1.1823
6/6/20,4:00,22.1748,27.5122,0.8682,812.9769,0,-1.2188
6/6/20,5:00,21.9675,28.0107,1.7293,812.6972,0,6.5074
6/6/20,6:00,24.0163,25.3372,3.5138,812.6421,0,18.234
6/6/20,7:00,24.0357,28.9652,5.8414,812.0266,0,70.1545
6/6/20,8:00,23.2778,32.7517,1.8274,814.0307,0,59.8394
6/6/20,9:00,20.9088,41.7782,2.5667,814.4166,0,74.5012
6/6/20,10:00,20.4018,47.8232,1.7492,813.6677,0,174.8897
6/6/20,11:00,21.4968,43.0905,2.0168,812.3768,0,176.2612
6/6/20,12:00,22.9377,38.5322,2.2466,811.3874,0,431.3448
6/6/20,13:00,25.5063,32.5703,3.5992,809.835,0,837.9501
6/6/20,14:00,27.569,27.2642,4.2344,808.2989,0,835.6592
6/6/20,15:00,22.1493,44.021,3.9182,808.2744,0.0296,45.366
6/6/20,16:00,19.9478,41.0793,2.2268,807.627,0,49.3742
6/6/20,17:00,19.8232,45.3555,0.7988,806.9734,0,136.8242
6/6/20,18:00,21.7723,41.7028,0.068,807.0718,0,189.4252
6/6/20,19:00,21.2112,44.0538,1.642,807.9803,0,132.3132
6/6/20,20:00,19.1017,50.7115,1.5523,808.5251,0,5.7755
6/6/20,21:00,18.4815,50.3428,1.5256,809.1259,0,-1.1898
6/6/20,22:00,17.5337,52.3458,2.1492,809.4781,0,-1.1464
6/6/20,23:00,17.0552,49.6662,2.6113,809.1314,0,-1.1427
6/7/20,0:00,16.5125,45.8718,2.5311,808.8108,0,-1.1319
6/7/20,1:00,15.6533,44.2997,1.9505,808.5147,0,-1.1254
6/7/20,2:00,15.0787,44.8893,1.9301,808.296,0,-1.0958
6/7/20,3:00,14.6845,38.1448,2.3436,808.2345,0,-1.113
6/7/20,4:00,13.9797,38.2732,2.496,808.2263,0,-1.0908
6/7/20,5:00,13.8085,40.4647,2.4427,808.2887,0,9.6137
6/7/20,6:00,14.7192,39.2933,1.9422,808.412,0,126.0965
6/7/20,7:00,17.6487,36.3728,0.6859,808.2201,0,321.5902
6/7/20,8:00,21.2122,29.0475,1.0791,807.9415,0,526.4741
6/7/20,9:00,24.2138,20.5313,1.6363,807.4249,0,714.7814
6/7/20,10:00,26.343,17.4657,1.77,806.6478,0,863.9172
6/7/20,11:00,27.658,14.19,2.847,806.1422,0,979.9508
6/7/20,12:00,28.6617,13.2532,2.7721,805.4686,0,1039.5818
6/7/20,13:00,29.0058,12.9655,3.1418,804.6306,0,833.741
6/7/20,14:00,29.9203,12.5938,2.5579,803.8124,0,868.7243
6/7/20,15:00,30.16,9.9625,3.5667,802.9236,0,759.3698
6/7/20,16:00,30.4665,10.085,3.1269,802.7057,0,763.4703
